Date,Vendor,Item,Qty,Unit Price,Line Total
08/21/2025,Party Time Balloons,centerpiece,3,"$6.50",19.50
08/21/2025,TONY'S PIZZA CO,Party Pizza,4,"$37.00",148.00
8/21/25,THEME PARTY DECOR CO.,Themed Decor Kit,4,"$32.00","$128.00"
8/7/25,Roast House Coffee,whole bean 5lb,1,58.75,58.75
2025-08-07,Roast House Coffee,snack pack,4,"$12.00",48.00
8/21/25,Roast House Coffee,whole bean 5lb,2,"$59.29",118.58
08/21/2025,Roast House Coffee,Snack Pack,2,12.00,24.00
08/27/2025,CleanCo Supply,cleaning supplies,1,52.49,"$52.49"
8/12/25,Playworks Toys LLC,play equipment,3,57.09,"$171.28"
09/24/2025,Party Time Balloon Co.,BALLOON ARCH,1,"$47.00",47.00
2025-09-24,Party Time Balloon Co.,centerpiece,3,"$6.50",19.50
09/24/2025,Tony's Pizza,PARTY PIZZA,5,"$37.00","$185.00"
09/24/2025,Theme Party Decor Co,themed decor kit,4,"$32.00","$128.00"
09/21/2025,PARTY TIME BALLOONS,Balloon Arch,1,"$47.00",47.00
2025-09-21,PARTY TIME BALLOONS,centerpiece,3,6.50,"$19.50"
2025-09-21,Tony's Pizza,party pizza,4,"$37.00",148.00
9/21/25,THEME PARTY DECOR CO.,Themed Decor Kit,5,"$32.00","$160.00"
09/18/2025,Party Time Balloon Co.,BALLOON ARCH,1,47.00,47.00
09/18/2025,Party Time Balloon Co.,Centerpiece,2,"$6.50",13.00
2025-09-18,TONY'S PIZZA CO,PARTY PIZZA,2,37.00,74.00
9/18/25,Theme Party Decor Co,Themed Decor Kit,4,32.00,"$128.00"
2025-09-23,Party Time Balloons,BALLOON ARCH,1,"$47.00",47.00
09/23/2025,Party Time Balloons,Centerpiece,4,6.50,26.00
2025-09-23,Tonys Pizza,Party Pizza,4,37.00,148.00
2025-09-23,Theme Party Decor,Themed Decor Kit,4,32.00,"$128.00"
9/24/25,Party Time Balloon Co.,Balloon Arch,1,47.00,47.00
2025-09-24,Party Time Balloon Co.,centerpiece,6,6.50,"$39.00"
2025-09-24,Tonys Pizza,Party Pizza,3,37.00,111.00
2025-09-24,Theme Party Decor,Themed Decor Kit,4,32.00,"$128.00"
2025-09-20,Party Time Balloons LLC,balloon arch,1,"$47.00","$47.00"
09/20/2025,Party Time Balloons LLC,Centerpiece,2,"$6.50",13.00
9/20/25,Tony's Pizza Co.,PARTY PIZZA,3,37.00,111.00
09/20/2025,THEME PARTY DECOR CO.,Themed Decor Kit,4,32.00,128.00
9/2/25,Party Time Balloons,BALLOON ARCH,1,"$47.00",47.00
09/02/2025,Party Time Balloons,Centerpiece,3,6.50,"$19.50"
09/02/2025,Tonys Pizza,Party Pizza,3,37.00,111.00
09/02/2025,Theme Party Decor Co,Themed Decor Kit,5,32.00,"$160.00"
2025-09-02,Party Time Balloon Co.,Balloon Arch,1,47.00,"$47.00"
9/2/25,Party Time Balloon Co.,centerpiece,3,"$6.50","$19.50"
2025-09-02,Tonys Pizza,party pizza,4,37.00,"$148.00"
09/02/2025,Theme Party Decor Co,Themed Decor Kit,4,32.00,128.00
09/28/2025,PARTY TIME BALLOONS,balloon arch,1,47.00,"$47.00"
9/28/25,PARTY TIME BALLOONS,Centerpiece,7,6.50,45.50
2025-09-28,TONY'S PIZZA CO,PARTY PIZZA,4,37.00,"$148.00"
2025-09-28,Theme Party Decor,themed decor kit,5,32.00,160.00
2025-09-19,Party Time Balloon Co.,balloon arch,1,"$47.00","$47.00"
09/19/2025,Party Time Balloon Co.,Centerpiece,4,6.50,26.00
09/19/2025,TONY'S PIZZA CO,PARTY PIZZA,2,"$37.00",74.00
09/19/2025,THEME PARTY DECOR CO.,themed decor kit,4,32.00,128.00
2025-09-08,ROAST HOUSE COFFEE,Whole Bean 5lb,2,57.24,114.47
2025-09-08,ROAST HOUSE COFFEE,Snack Pack,2,"$12.00","$24.00"
09/17/2025,Roast House Coffee,Whole Bean 5lb,3,59.62,"$178.86"
2025-09-17,Roast House Coffee,snack pack,1,"$12.00","$12.00"
09/24/2025,CleanCo Supply,cleaning supplies,1,"$51.89","$51.89"
10/12/25,Party Time Balloon Co.,BALLOON ARCH,1,47.00,"$47.00"
10/12/25,Party Time Balloon Co.,centerpiece,5,"$6.50","$32.50"
2025-10-12,Tony's Pizza,PARTY PIZZA,4,37.00,"$148.00"
2025-10-12,THEME PARTY DECOR CO.,Themed Decor Kit,5,32.00,160.00
10/16/2025,Party Time Balloons LLC,Balloon Arch,1,"$47.00",47.00
10/16/25,Party Time Balloons LLC,Centerpiece,2,6.50,"$13.00"
10/16/2025,Tony's Pizza,PARTY PIZZA,2,37.00,74.00
10/16/2025,THEME PARTY DECOR CO.,Themed Decor Kit,5,"$32.00",160.00
2025-10-02,Party Time Balloon Co.,BALLOON ARCH,1,47.00,"$47.00"
10/2/25,Party Time Balloon Co.,centerpiece,3,6.50,19.50
10/02/2025,Tony's Pizza,PARTY PIZZA,3,"$37.00","$111.00"
10/2/25,THEME PARTY DECOR CO.,themed decor kit,4,32.00,128.00
10/03/2025,Party Time Balloons LLC,BALLOON ARCH,1,47.00,47.00
2025-10-03,Party Time Balloons LLC,Centerpiece,5,6.50,"$32.50"
10/3/25,Tony's Pizza,party pizza,3,"$37.00",111.00
10/3/25,THEME PARTY DECOR CO.,Themed Decor Kit,5,32.00,160.00
2025-10-14,Party Time Balloons LLC,balloon arch,1,47.00,"$47.00"
2025-10-14,Party Time Balloons LLC,centerpiece,3,"$6.50","$19.50"
10/14/25,Tony's Pizza,Party Pizza,3,"$37.00","$111.00"
2025-10-14,Theme Party Decor,themed decor kit,5,32.00,"$160.00"
10/25/25,Party Time Balloon Co.,Balloon Arch,1,"$47.00",47.00
2025-10-25,Party Time Balloon Co.,Centerpiece,2,6.50,13.00
2025-10-25,Tony's Pizza,PARTY PIZZA,4,"$37.00","$148.00"
10/25/2025,THEME PARTY DECOR CO.,Themed Decor Kit,4,32.00,128.00
10/06/2025,Party Time Balloon Co.,BALLOON ARCH,1,47.00,47.00
10/06/2025,Party Time Balloon Co.,centerpiece,7,"$6.50",45.50
10/6/25,Tony's Pizza Co.,Party Pizza,4,37.00,148.00
10/6/25,Theme Party Decor Co,Themed Decor Kit,5,"$32.00","$160.00"
10/16/25,Party Time Balloon Co.,BALLOON ARCH,1,"$47.00",47.00
10/16/25,Party Time Balloon Co.,centerpiece,4,6.50,26.00
10/16/2025,TONY'S PIZZA CO,Party Pizza,3,37.00,111.00
2025-10-16,THEME PARTY DECOR CO.,Themed Decor Kit,4,"$32.00","$128.00"
10/07/2025,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,"$47.00"
10/7/25,PARTY TIME BALLOONS,Centerpiece,4,6.50,"$26.00"
10/7/25,TONY'S PIZZA CO,Party Pizza,3,"$37.00","$111.00"
2025-10-07,Theme Party Decor Co,Themed Decor Kit,4,"$32.00",128.00
2025-10-08,ROAST HOUSE COFFEE,Whole Bean 5lb,2,56.77,"$113.55"
10/08/2025,ROAST HOUSE COFFEE,Snack Pack,1,12.00,"$12.00"
10/20/25,Roast House Coffee Co.,whole bean 5lb,3,58.35,175.05
2025-10-20,Roast House Coffee Co.,snack pack,3,"$12.00",36.00
10/28/25,CLEANCO SUPPLY,cleaning supplies,1,52.34,52.34
,,MONTH TOTAL,,,"$1,609.00"
11/12/25,Party Time Balloon Co.,Balloon Arch,1,47.00,"$47.00"
11/12/2025,Party Time Balloon Co.,Centerpiece,6,"$6.50","$39.00"
11/12/2025,Tonys Pizza,party pizza,4,37.00,148.00
11/12/25,Theme Party Decor Co,themed decor kit,5,32.00,"$160.00"
2025-11-18,Party Time Balloons LLC,balloon arch,1,47.00,47.00
11/18/25,Party Time Balloons LLC,Centerpiece,5,6.50,32.50
11/18/2025,Tonys Pizza,party pizza,3,"$37.00",111.00
2025-11-18,Theme Party Decor Co,themed decor kit,4,32.00,"$128.00"
11/28/2025,Party Time Balloon Co.,balloon arch,1,47.00,47.00
2025-11-28,Party Time Balloon Co.,centerpiece,2,"$6.50",13.00
2025-11-28,Tony's Pizza Co.,PARTY PIZZA,4,37.00,148.00
11/28/25,Theme Party Decor Co,themed decor kit,4,"$32.00","$128.00"
11/11/2025,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,"$47.00"
11/11/2025,PARTY TIME BALLOONS,centerpiece,5,6.50,32.50
11/11/25,TONY'S PIZZA CO,Party Pizza,4,37.00,148.00
11/11/2025,Theme Party Decor,Themed Decor Kit,5,32.00,"$160.00"
11/5/25,Party Time Balloons,balloon arch,1,"$47.00",47.00
11/5/25,Party Time Balloons,Centerpiece,5,6.50,32.50
2025-11-05,Tonys Pizza,party pizza,3,37.00,111.00
11/05/2025,Theme Party Decor Co,themed decor kit,4,"$32.00","$128.00"
2025-11-29,Party Time Balloons,BALLOON ARCH,1,47.00,"$47.00"
11/29/2025,Party Time Balloons,centerpiece,6,"$6.50","$39.00"
11/29/2025,Tonys Pizza,PARTY PIZZA,4,37.00,148.00
11/29/25,Theme Party Decor Co,themed decor kit,4,"$32.00",128.00
2025-11-26,Party Time Balloons LLC,BALLOON ARCH,1,47.00,47.00
2025-11-26,Party Time Balloons LLC,Centerpiece,5,"$6.50","$32.50"
11/26/25,Tony's Pizza,Party Pizza,3,"$37.00",111.00
2025-11-26,THEME PARTY DECOR CO.,Themed Decor Kit,5,32.00,160.00
11/26/25,Party Time Balloons,Balloon Arch,1,"$47.00","$47.00"
2025-11-26,Party Time Balloons,centerpiece,5,"$6.50",32.50
2025-11-26,Tony's Pizza Co.,Party Pizza,2,"$37.00",74.00
11/26/25,Theme Party Decor Co,themed decor kit,4,32.00,128.00
2025-11-09,Party Time Balloon Co.,Balloon Arch,1,47.00,47.00
2025-11-09,Party Time Balloon Co.,centerpiece,7,6.50,"$45.50"
11/09/2025,Tony's Pizza,party pizza,5,37.00,185.00
11/9/25,Theme Party Decor Co,themed decor kit,5,"$32.00","$160.00"
2025-11-19,PARTY TIME BALLOONS,balloon arch,1,47.00,47.00
11/19/2025,PARTY TIME BALLOONS,Centerpiece,4,6.50,"$26.00"
11/19/2025,Tony's Pizza Co.,party pizza,3,"$37.00",111.00
11/19/2025,Theme Party Decor Co,Themed Decor Kit,5,"$32.00",160.00
11/18/25,Party Time Balloons LLC,balloon arch,1,47.00,47.00
11/18/2025,Party Time Balloons LLC,centerpiece,5,"$6.50",32.50
2025-11-18,Tony's Pizza,PARTY PIZZA,3,"$37.00",111.00
2025-11-18,Theme Party Decor,themed decor kit,4,"$32.00",128.00
11/18/2025,Party Time Balloons,BALLOON ARCH,1,47.00,47.00
2025-11-18,Party Time Balloons,centerpiece,3,6.50,19.50
11/18/2025,Tonys Pizza,party pizza,5,37.00,185.00
11/18/2025,THEME PARTY DECOR CO.,themed decor kit,5,"$32.00",160.00
11/7/25,Party Time Balloons,Balloon Arch,1,47.00,47.00
11/7/25,Party Time Balloons,centerpiece,2,6.50,13.00
11/7/25,Tony's Pizza,party pizza,5,"$37.00",185.00
2025-11-07,THEME PARTY DECOR CO.,themed decor kit,5,32.00,"$160.00"
11/2/25,Roast House Coffee,Whole Bean 5lb,3,59.26,177.79
2025-11-02,Roast House Coffee,Snack Pack,2,12.00,24.00
2025-11-20,Roast House Coffee Co.,Whole Bean 5lb,1,57.05,"$57.05"
11/20/25,Roast House Coffee Co.,snack pack,1,"$12.00",12.00
11/27/2025,CleanCo Supply Inc,cleaning supplies,1,50.68,"$50.68"
11/17/2025,Playworks Toys,Play Equipment,1,57.57,"$57.57"
12/8/25,PARTY TIME BALLOONS,balloon arch,1,47.00,47.00
12/8/25,PARTY TIME BALLOONS,centerpiece,5,6.50,32.50
12/8/25,Tonys Pizza,Party Pizza,4,37.00,148.00
2025-12-08,Theme Party Decor Co,Themed Decor Kit,5,32.00,160.00
2025-12-13,Party Time Balloons LLC,balloon arch,1,"$47.00","$47.00"
12/13/2025,Party Time Balloons LLC,Centerpiece,3,"$6.50",19.50
12/13/2025,Tony's Pizza Co.,party pizza,2,"$37.00","$74.00"
2025-12-13,Theme Party Decor,Themed Decor Kit,5,32.00,"$160.00"
12/21/25,Party Time Balloons,Balloon Arch,1,47.00,47.00
12/21/25,Party Time Balloons,centerpiece,7,6.50,45.50
12/21/25,Tony's Pizza Co.,PARTY PIZZA,3,37.00,111.00
12/21/2025,Theme Party Decor,Themed Decor Kit,4,32.00,128.00
12/05/2025,Party Time Balloon Co.,BALLOON ARCH,1,47.00,"$47.00"
12/5/25,Party Time Balloon Co.,centerpiece,5,6.50,32.50
12/5/25,Tonys Pizza,Party Pizza,2,37.00,74.00
2025-12-05,THEME PARTY DECOR CO.,themed decor kit,5,"$32.00",160.00
2025-12-07,Party Time Balloons,BALLOON ARCH,1,47.00,47.00
2025-12-07,Party Time Balloons,centerpiece,3,6.50,19.50
12/07/2025,TONY'S PIZZA CO,PARTY PIZZA,4,37.00,148.00
12/07/2025,Theme Party Decor Co,themed decor kit,5,32.00,160.00
2025-12-21,PARTY TIME BALLOONS,Balloon Arch,1,47.00,"$47.00"
12/21/25,PARTY TIME BALLOONS,centerpiece,6,6.50,"$39.00"
2025-12-21,Tonys Pizza,PARTY PIZZA,4,37.00,"$148.00"
12/21/25,THEME PARTY DECOR CO.,themed decor kit,5,"$32.00","$160.00"
2025-12-12,Party Time Balloons,balloon arch,1,47.00,47.00
12/12/25,Party Time Balloons,centerpiece,7,"$6.50",45.50
2025-12-12,TONY'S PIZZA CO,Party Pizza,5,"$37.00","$185.00"
12/12/25,Theme Party Decor Co,themed decor kit,5,32.00,160.00
12/22/2025,Party Time Balloon Co.,BALLOON ARCH,1,"$47.00",47.00
12/22/25,Party Time Balloon Co.,Centerpiece,4,"$6.50",26.00
12/22/25,TONY'S PIZZA CO,PARTY PIZZA,3,37.00,111.00
2025-12-22,Theme Party Decor Co,themed decor kit,5,"$32.00","$160.00"
12/18/2025,Party Time Balloons,Balloon Arch,1,"$47.00",47.00
2025-12-18,Party Time Balloons,centerpiece,3,6.50,"$19.50"
12/18/2025,Tony's Pizza Co.,Party Pizza,2,37.00,"$74.00"
12/18/2025,THEME PARTY DECOR CO.,themed decor kit,4,32.00,"$128.00"
12/23/2025,Party Time Balloons,BALLOON ARCH,1,47.00,"$47.00"
12/23/2025,Party Time Balloons,centerpiece,2,"$6.50",13.00
2025-12-23,Tony's Pizza Co.,Party Pizza,3,"$37.00",111.00
2025-12-23,Theme Party Decor,Themed Decor Kit,4,32.00,"$128.00"
12/30/25,Party Time Balloons LLC,BALLOON ARCH,1,"$47.00",47.00
2025-12-30,Party Time Balloons LLC,centerpiece,6,"$6.50",39.00
12/30/25,Tony's Pizza,party pizza,2,37.00,"$74.00"
12/30/25,THEME PARTY DECOR CO.,themed decor kit,5,32.00,160.00
2025-12-27,Party Time Balloon Co.,Balloon Arch,1,"$47.00",47.00
12/27/25,Party Time Balloon Co.,centerpiece,3,"$6.50",19.50
12/27/25,Tony's Pizza,party pizza,2,"$37.00","$74.00"
12/27/2025,Theme Party Decor,Themed Decor Kit,4,32.00,"$128.00"
2025-12-28,PARTY TIME BALLOONS,Balloon Arch,1,47.00,"$47.00"
12/28/2025,PARTY TIME BALLOONS,centerpiece,6,"$6.50","$39.00"
12/28/25,TONY'S PIZZA CO,Party Pizza,5,37.00,"$185.00"
2025-12-28,Theme Party Decor,themed decor kit,5,"$32.00","$160.00"
12/4/25,Roast House Coffee,whole bean 5lb,1,"$58.06",58.06
12/04/2025,Roast House Coffee,Snack Pack,2,"$12.00",24.00
2025-12-21,Roast House Coffee,whole bean 5lb,2,58.18,116.36
12/21/2025,Roast House Coffee,snack pack,2,12.00,24.00
12/26/2025,CleanCo Supply,cleaning supplies,1,"$49.76","$49.76"
